"match_id","team_id","team_name","player_id","player_name","player_position","player_minutesPlayed","player_index_score","tackles","tackle_errors","carries","carry_errors","metres_carried","passes","pass_errors","tries_scored","ruck_entries","ruck_errors","lineout_throws","lineout_throw_errors","lineout_contests_won","lineout_contest_errors","goal_kicks_made","goal_kicks_errors","kicks","kick_errors","reception_success","reception_failure"
271736,4293,"Gloucester Rugby",115741,"Billy Twelvetrees","full back",19,88.4,5,0,0,1,0,19,0,0,1,0,0,0,1,0,1,0,4,0,1,1
271736,4293,"Gloucester Rugby",155487,"Jamal Ford-Robinson","tighthead prop",19,65.97,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
271736,4293,"Gloucester Rugby",120165,"Cameron Jordan","second row",19,71.95,2,0,1,0,0,2,0,0,3,1,0,0,2,0,0,0,0,0,0,0
271736,4293,"Gloucester Rugby",199072,"Alex Hearle","outside centre",4,62.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271725,1479,"London Irish",225024,"Harvey Skinner","fly half",80,75.04,12,1,2,2,0,5,0,0,9,2,0,0,0,0,0,0,11,0,4,2
271725,1479,"London Irish",233237,"Immanuel Feyi-Waboso","right wing",80,71.41,3,4,8,0,0,1,0,0,14,2,0,0,0,0,0,0,1,0,7,4
271725,1479,"London Irish",161208,"Alec Hepburn","loosehead prop",51,77.05,3,2,9,1,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0
271725,1479,"London Irish",147666,"Josh Iosefa-Scott","tighthead prop",51,74.78,3,1,6,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0
271725,1479,"London Irish",132680,"Jack Innard","hooker",51,73.1,6,1,9,1,0,4,0,0,16,0,9,2,0,0,0,0,0,0,1,0
271725,1479,"London Irish",121275,"Christ Tshiunza","flanker",80,63.24,5,0,1,1,0,3,0,0,34,1,0,0,6,0,0,0,0,0,1,2
271725,1479,"London Irish",128743,"Stu Townsend","scrum half",60,93.94,3,1,6,1,0,59,0,0,6,0,0,0,0,0,0,0,14,0,3,2
271725,1479,"London Irish",164486,"Ollie Devoto","inside centre",62,67.31,2,3,6,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,1,0
271725,1479,"London Irish",172979,"Jacques Vermeulen","flanker",56,91.24,7,0,15,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,1,0
271725,1479,"London Irish",148279,"Jannes Kirsten","second row",62,85.72,6,2,6,1,0,4,0,0,39,0,0,0,0,0,0,0,0,0,2,0
271725,1479,"London Irish",138016,"Henry Slade","outside centre",80,75.47,2,1,2,0,0,3,0,0,8,0,0,0,0,0,2,0,7,0,4,0
271725,1479,"London Irish",149837,"Jack Dunne","second row",80,80.45,7,0,6,0,0,1,0,0,16,0,0,0,5,0,0,0,0,0,3,0
271725,1479,"London Irish",170455,"Greg Fisilau","number eight",80,55.5,12,1,14,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,2,2
271725,1479,"London Irish",184679,"Tom Wyatt","left wing",80,80.88,6,1,7,1,0,3,0,0,6,0,0,0,0,0,0,0,4,0,11,2
271725,1479,"London Irish",169495,"Josh Hodge","full back",80,76.26,4,1,7,1,0,0,0,0,6,0,0,0,0,0,0,0,6,1,8,1
271725,1479,"London Irish",200904,"Iestyn Harris","hooker",29,72.83,3,0,4,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0
271725,1479,"London Irish",160437,"Marcus Street","tighthead prop",29,83.56,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
271725,1479,"London Irish",203342,"Billy Keast","loosehead prop",29,74.56,8,1,3,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,1,0
271725,1479,"London Irish",195043,"Aidon Davis","flanker",24,67.36,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
271725,1479,"London Irish",120383,"Mike Williams","second row",18,68.2,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
271725,1479,"London Irish",208783,"Tom Cairns","scrum half",20,58.2,2,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0
271725,1479,"London Irish",169085,"Tom Hendrickson","inside centre",18,94.95,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
271725,1574,"Exeter Chiefs",131095,"Ben Loader","right wing",80,80.1,4,1,6,1,0,2,0,0,9,0,0,0,0,0,0,0,3,0,9,3
271725,1574,"Exeter Chiefs",147091,"Juan Martin Gonzalez Samso","flanker",80,70.34,18,1,6,2,0,2,0,2,13,0,0,0,1,0,0,0,1,0,4,2
271725,1574,"Exeter Chiefs",205182,"Api Ratuniyarawa","second row",52,60.34,7,6,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
271725,1574,"Exeter Chiefs",123723,"Danilo Fischetti","loosehead prop",72,70.94,17,1,6,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,2,0
271725,1574,"Exeter Chiefs",217783,"Agustin Creevy","hooker",40,81.59,12,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0
271725,1574,"Exeter Chiefs",188057,"Ben White","scrum half",56,86.11,13,1,3,2,0,22,0,0,3,0,0,0,0,0,0,0,18,0,5,0
271725,1574,"Exeter Chiefs",217606,"Benhard Janse van Rensburg","outside centre",80,63.9,11,2,1,1,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,1
271725,1574,"Exeter Chiefs",199516,"Rob Simmons","second row",80,75.64,14,1,2,0,0,4,0,0,12,0,0,0,7,0,0,0,0,0,1,0
271725,1574,"Exeter Chiefs",229505,"Lucio Cinti Luna","left wing",80,67.67,4,1,5,3,0,3,0,0,5,0,0,0,0,0,0,0,2,0,3,9
271725,1574,"Exeter Chiefs",134130,"Matt Rogerson","flanker",52,72.79,19,1,2,0,0,2,0,0,7,0,0,0,2,0,0,0,0,0,1,1
271725,1574,"Exeter Chiefs",198867,"So'otala Fa'aso'o","number eight",62,58.2,12,1,3,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
271725,1574,"Exeter Chiefs",161516,"Henry Arundell","full back",65,76.96,2,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0
271725,1574,"Exeter Chiefs",186117,"Rory Jennings","inside centre",80,67.33,10,1,4,1,0,6,1,0,9,0,0,0,0,0,0,0,2,1,2,0
271725,1574,"Exeter Chiefs",113433,"Oliver Hoskins","tighthead prop",52,66.88,14,0,4,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,2
271725,1574,"Exeter Chiefs",198219,"Paddy Jackson","fly half",80,74.96,7,2,2,1,0,16,0,0,2,0,0,0,0,0,1,4,23,1,8,3
271725,1574,"Exeter Chiefs",166278,"Mike Willemse","Hooker",40,72.33,5,0,0,0,0,2,0,0,15,1,8,0,0,0,0,0,0,0,1,0
271725,1574,"Exeter Chiefs",219643,"Tom Pearson","flanker",28,82.93,3,0,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
271725,1574,"Exeter Chiefs",223904,"Lovejoy Chawatama","Tighthead Prop",28,74.32,4,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
271725,1574,"Exeter Chiefs",194848,"Josh Caulfield","second row",28,81.04,7,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,2,2
271725,1574,"Exeter Chiefs",210921,"Joe Powell","scrum half",24,60.64,1,1,0,1,0,22,1,0,1,0,0,0,0,0,0,0,3,0,2,0
271725,1574,"Exeter Chiefs",240631,"Chandler Cunningham-South","number eight",18,98.81,0,0,7,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0
271725,1574,"Exeter Chiefs",173758,"James Stokes","full back",15,71.79,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
271725,1574,"Exeter Chiefs",104471,"Tarek Haffar","Loosehead Prop",8,77.88,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",219771,"Handre Pollard","fly half",64,78.18,7,3,4,0,0,4,0,0,1,0,0,0,0,0,2,0,12,0,4,0
271683,1711,"Leicester Tigers",183880,"Tommy Reffell","flanker",80,64.4,11,1,3,0,0,0,0,1,38,1,0,0,0,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",137153,"Jasper Wiese","number eight",48,74.94,5,0,14,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,2,1
271683,1711,"Leicester Tigers",162344,"Julian Montoya","hooker",48,78.22,8,1,3,0,0,2,0,0,24,0,9,0,2,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",156512,"Hanro Liebenberg","flanker",80,52.82,12,2,4,1,0,0,0,0,14,4,0,0,15,0,0,0,0,0,2,0
271683,1711,"Leicester Tigers",215402,"Ben Youngs","scrum half",51,66.65,1,2,4,0,0,36,1,0,0,1,0,0,0,0,0,0,12,1,4,0
271683,1711,"Leicester Tigers",195116,"Harry Potter","left wing",80,70.89,4,1,8,4,0,1,0,0,2,0,0,0,0,0,0,0,2,0,5,3
271683,1711,"Leicester Tigers",214400,"Dan Kelly","inside centre",80,73.9,12,2,4,0,0,3,0,0,8,1,0,0,0,0,0,0,0,0,3,0
271683,1711,"Leicester Tigers",115232,"Guy Porter","outside centre",70,69.31,12,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0
271683,1711,"Leicester Tigers",202962,"Cameron Henderson","second row",12,70.86,12,2,2,1,0,0,0,0,6,1,0,0,1,2,0,0,0,0,0,1
271683,1711,"Leicester Tigers",219749,"Chris Ashton","right wing",38,68.48,2,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,0
271683,1711,"Leicester Tigers",177699,"Tom West","loosehead prop",48,80.82,4,0,2,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",177015,"Harry Wells","second row",80,77.73,18,0,4,1,0,0,0,0,24,1,0,0,4,0,0,0,0,0,1,0
271683,1711,"Leicester Tigers",169381,"Dan Cole","tighthead prop",48,79.79,6,0,2,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",195049,"Mike Brown","full back",80,75.7,3,0,8,0,0,2,0,0,6,0,0,0,0,0,0,0,3,0,9,3
271683,1711,"Leicester Tigers",216656,"Charlie Clare","Hooker",32,58.08,8,0,1,2,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",134796,"Joe Heyes","Tighthead Prop",32,71.89,9,0,2,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",116821,"Francois van Wyk","Loosehead Prop",32,64.21,3,0,2,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",216823,"Olly Cracknell","number eight",32,75.82,8,1,6,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",113737,"Jack van Poortvliet","scrum half",29,71.92,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,1,0
271683,1711,"Leicester Tigers",135428,"Jimmy Gopperth","fly half",16,65.87,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,5,1,0,0
271683,1711,"Leicester Tigers",239271,"Finn Carnduff","second row",10,92.37,3,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0
271683,1711,"Leicester Tigers",163815,"Matt Scott","outside centre",10,74.73,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271683,1229,"Harlequins",203721,"Irne Herbst","second row",80,72.92,12,1,3,1,0,4,0,0,29,1,0,0,3,0,0,0,0,0,1,1
271683,1229,"Harlequins",194888,"Will Collier","tighthead prop",80,79.2,6,0,1,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,1,0
271683,1229,"Harlequins",175826,"Jack Kenningham","flanker",78,54.53,7,1,8,0,0,5,0,0,21,1,0,0,4,0,0,0,0,0,1,0
271683,1229,"Harlequins",137369,"Nick David","full back",12,78.93,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
271683,1229,"Harlequins",143933,"Will Evans","flanker",80,66.67,13,3,5,2,0,2,0,0,45,1,0,0,0,0,0,0,2,0,4,0
271683,1229,"Harlequins",206497,"Danny Care","scrum half",62,78.05,5,2,3,1,0,52,0,0,2,1,0,0,0,0,0,0,17,2,3,0
271683,1229,"Harlequins",203313,"Joe Marler","loosehead prop",80,74.66,9,2,12,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0
271683,1229,"Harlequins",170454,"Dino Lamb","second row",71,72.46,7,0,8,1,0,1,0,0,15,1,0,0,6,0,0,0,0,0,1,1
271683,1229,"Harlequins",180038,"Alex Dombrandt","number eight",80,74.24,6,1,7,0,0,6,0,0,26,2,0,0,0,0,0,0,0,0,2,0
271683,1229,"Harlequins",149058,"Sam Riley","hooker",71,63.59,8,1,7,0,0,3,0,0,14,0,13,3,0,0,0,0,0,0,1,0
